//############################################################
//# -- SSEMU MUONLINE SERVER EMULATOR
//# -- www.ssemu.com.ar
//# -- www.facebook.com/ssemuemulator
//# -- © 2023 SetecSoft Development
//# ----------------------------------------------------------
//# -- File is a part of SSeMU MuOnline Server files.
//############################################################

4
// --------------------------------------------------------------
//                [0~30]        [1~255]     [1~255]     [*/0~8]
// MonsterIndex   SpawnRadius   LocationX   LocationY   Direction
// --------------------------------------------------------------
   293            30            131         098         *
   293            30            145         089         *
   293            30            125         092         *
   293            30            141         102         *
   293            30            131         086         *
   291            30            133         096         *
   291            30            125         107         *
   291            30            133         084         *
   291            30            133         105         *
   291            30            134         100         *
   291            30            123         086         *
   291            30            127         094         *
   291            30            149         101         *
   291            30            141         090         *
   291            30            140         106         *
end

4
// --------------------------------------------------------------
//                [0~30]        [1~255]     [1~255]     [*/0~8]
// MonsterIndex   SpawnRadius   LocationX   LocationY   Direction
// --------------------------------------------------------------
   069            30            138         164         *
   069            30            127         154         *
   069            30            138         174         *
   069            30            134         159         *
   069            30            129         155         *
   069            30            149         159         *
   069            30            131         168         *
   069            30            142         170         *
   069            30            137         181         *
   069            30            149         174         *
   069            30            130         161         *
   069            30            147         170         *
   069            30            151         169         *
   069            30            137         167         *
   069            30            131         175         *
   069            30            151         173         *
   069            30            133         181         *
   069            30            125         158         *
   069            30            132         162         *
   069            30            124         172         *
   071            30            148         168         *
   071            30            132         177         *
   071            30            150         166         *
   071            30            136         159         *
   071            30            144         176         *
   071            30            147         174         *
   071            30            146         181         *
   071            30            130         157         *
   071            30            144         169         *
   071            30            138         166         *
   071            30            145         175         *
   071            30            131         169         *
   071            30            131         156         *
   071            30            137         167         *
   071            30            124         156         *
   071            30            142         172         *
   071            30            144         180         *
   071            30            148         163         *
   071            30            148         157         *
   071            30            148         172         *
   073            30            151         180         *
   073            30            151         162         *
   073            30            135         175         *
   073            30            132         174         *
   073            30            146         158         *
   073            30            143         176         *
   073            30            149         178         *
   073            30            137         177         *
   073            30            137         178         *
   073            30            127         181         *
   073            30            144         155         *
   073            30            139         157         *
   073            30            134         170         *
   073            30            124         155         *
   073            30            141         179         *
   074            30            145         181         *
   074            30            146         160         *
   074            30            149         168         *
   074            30            149         173         *
   074            30            142         154         *
   074            30            142         171         *
   074            30            140         177         *
   074            30            137         180         *
   074            30            131         181         *
   074            30            142         162         *
   074            30            151         168         *
   074            30            130         164         *
   074            30            147         169         *
   074            30            130         167         *
   074            30            124         179         *
   072            30            133         168         *
   072            30            140         162         *
   072            30            140         165         *
   072            30            134         166         *
   072            30            136         174         *
   072            30            127         163         *
   072            30            144         154         *
   072            30            145         177         *
   072            30            135         158         *
   072            30            139         162         *
   075            30            124         154         *
   075            30            126         172         *
   075            30            144         166         *
   075            30            127         162         *
   075            30            140         162         *
   075            30            133         170         *
   075            30            147         161         *
   075            30            127         164         *
   075            30            143         174         *
   075            30            133         158         *
   077            30            135         168         *
   077            30            127         179         *
   077            30            135         156         *
   077            30            135         177         *
   077            30            136         172         *
   077            30            125         158         *
   077            30            129         166         *
   077            30            151         173         *
   077            30            143         162         *
   077            30            142         178         *
end

4
// --------------------------------------------------------------
//                [0~30]        [1~255]     [1~255]     [*/0~8]
// MonsterIndex   SpawnRadius   LocationX   LocationY   Direction
// --------------------------------------------------------------
   434            30            065         150         *
   434            30            054         140         *
   434            30            065         160         *
   434            30            061         145         *
   434            30            056         141         *
   434            30            076         145         *
   434            30            058         154         *
   434            30            069         156         *
   434            30            064         167         *
   434            30            076         160         *
   434            30            057         147         *
   434            30            074         156         *
   434            30            078         155         *
   434            30            064         153         *
   434            30            058         161         *
   434            30            078         159         *
   434            30            060         167         *
   434            30            052         144         *
   434            30            059         148         *
   434            30            051         158         *
   435            30            075         154         *
   435            30            059         163         *
   435            30            077         152         *
   435            30            063         145         *
   435            30            071         162         *
   435            30            074         160         *
   435            30            073         167         *
   435            30            057         143         *
   435            30            071         155         *
   435            30            065         152         *
   435            30            072         161         *
   435            30            058         155         *
   435            30            058         142         *
   435            30            064         153         *
   435            30            051         142         *
   435            30            069         158         *
   435            30            071         166         *
   435            30            075         149         *
   435            30            075         143         *
   435            30            075         158         *
   436            30            078         166         *
   436            30            078         148         *
   436            30            062         161         *
   436            30            059         160         *
   436            30            073         144         *
   436            30            070         162         *
   436            30            076         164         *
   436            30            064         163         *
   436            30            064         164         *
   436            30            054         167         *
   436            30            071         141         *
   436            30            066         143         *
   436            30            061         156         *
   436            30            051         141         *
   436            30            068         165         *
   437            30            072         167         *
   437            30            073         146         *
   437            30            076         154         *
   437            30            076         159         *
   437            30            069         140         *
   437            30            069         157         *
   437            30            067         163         *
   437            30            064         166         *
   437            30            058         167         *
   437            30            069         148         *
   437            30            078         154         *
   437            30            057         150         *
   437            30            074         155         *
   437            30            057         153         *
   437            30            051         165         *
   438            30            060         154         *
   438            30            067         148         *
   438            30            067         151         *
   438            30            061         152         *
   438            30            063         160         *
   438            30            054         149         *
   438            30            071         140         *
   438            30            072         163         *
   438            30            062         144         *
   438            30            066         148         *
   439            30            051         140         *
   439            30            053         158         *
   439            30            071         152         *
   439            30            054         148         *
   439            30            067         148         *
   439            30            060         156         *
   439            30            074         147         *
   439            30            054         150         *
   439            30            070         160         *
   439            30            060         144         *
   440            30            062         154         *
   440            30            054         165         *
   440            30            062         142         *
   440            30            062         163         *
   440            30            063         158         *
   440            30            052         144         *
   440            30            056         152         *
   440            30            078         159         *
   440            30            070         148         *
   440            30            069         164         *
end
